"","CARF5..CARF_MK_CARF_01000723","COG1337","Cas2b_WP_014295803.1","Cas4b_WP_019267510.1","Cas6b_WP_066632526.1","cas10_III_maka_5","cas_cyan_RAMP_2","cd09683","cls000059","cls000253","csm2_IIID_maka_1","csm3_IIID_maka_6","mkCas0079","mkCas0116","mkCas0188","shah_acc_0005"
"3",0.452631578947368,1.49473684210526,0.305263157894737,0.315789473684211,0.305263157894737,0.884210526315789,0.705263157894737,1.26315789473684,0,0.926315789473684,0.0631578947368421,0,0.4,0,0.505263157894737,0
"8",0.0816326530612245,1.06122448979592,0,0,0,0.869387755102041,0.722448979591837,1.03265306122449,0.395918367346939,0.93469387755102,0.628571428571429,0.579591836734694,0,0.408163265306122,0.00816326530612245,0.4
