"","X2.Hacid_dh","X2.oxoacid_dh","X5.FTHF_cyc.lig","AAA_21","ABC2_membrane_2","ABC2_membrane_3","ADK","AbiEi_pseudo_subWP_007706639.1","AbiEii_WP_104170641.1","Acetate_kinase","Acetyltransf_11","Acetyltransf_4","Acid_PPase","Acid_phosphat_B","Acyl.ACP_TE","Acylphosphatase","Adenine_glyco","Aldedh","Aldo_ket_red","Aminotran_5","Arg_repressor_C","ArsC","ArsP_1","ArsR","Asp_aminotransf","BPD_transp_1","BPD_transp_2","Bac_transf","BioY","BrxL_00002","BrxP_00001","CAP_assoc_N","CARF3..CARF_MK_CARF_00000116","CARF3..CARF_MK_CARF_00011742","CARF3..CARF_TM_CARF3..CARF_TM","CARF5..CARF_ADA_CARF5..CARF_ADA","CARF_m12..CARF_PIN_CARF_m12..CARF_PIN","CAT_RBD","CHASE4","COG1353","COG3512","COG3513","COesterase","CRCB","C_GCAxxG_C_C","Carb_kinase","Cas12e_var","Cas1_II_WP_078484493.1","Cas2_II_WP_167337171.1","Cas3b_WP_098917028.1","Cas3b_WP_100907665.1","Cas3b_WP_184405015.1","Cas5b_WP_048038568.1","Cation_ATPase_C","CbiQ","Chorismate_synt","Com_YlbF","CotJA","CotJB","CpsB_CapC","Csn2_WP_004694488.1","Csn2_WP_017261328.1","Csn2_WP_024413352.1","Csn2_WP_092199373.1","Csn2_WP_115483433.1","Csn2_WP_117838586.1","Csn2_WP_118351836.1","Csn2_WP_129637367.1","Csn2_WP_159082072.1","Csn2_WP_164905698.1","CutC","Cyt_bd_oxida_I","Cyt_bd_oxida_II","DAC","DHDPS","DHH","DNA_binding_1","DNA_gyraseB","DNA_pol3_alpha","DUF1093","DUF1461","DUF1687","DUF1689","DUF1836","DUF1972","DUF1980","DUF2140","DUF2691","DUF2824","DUF3192","DUF4130","DUF4180","DUF4186","DUF421","DUF4363","DUF4428","DUF4777","DUF4870","DUF4918","DUF4954","DUF5016","DUF5130","DUF5446","DUF6002","DUF6034","DUF6142","DUF6198","DUF6454","DUF6567","DUF724","DUF772","DUF948","DegT_DnrJ_EryC1","DegV","DndH_00006","Dockerin_1","DpdF_00007","DpdF_00014","DrmC_00018","E1.E2_ATPase","E1E2_00013","E2_00015","EIIA.man","EIID.AGA","EPSP_synthase","EcsB","Effector_00019","Exo_endo_phos_3","EzrA","FBXL18_LRR","FMO.like","FUR","FYDLN_acid","Fe.ADH","FeS_assembly_P","Ferritin","FmdA_AmdA","GATase_3","GATase_5","GDPD","GIDA","GTP1_OBG","GW","GerA","Glyco_hydro_1","Glyco_hydro_25","Glyco_hydro_31","Glycogen_syn","Glycos_transf_3","Glyoxalase_4","Glyoxalase_7","Gram_pos_anchor","GrpB","HAD_2","HATPase_c_5","HSP70","HTH_37","HTH_42","HTH_Tnp_1_2","Hc1","HicB_lk_antitox","HisKA_7TM","His_kinase","HlyD_2","Hpr_kinase_C","HycH","Hydrolase","Hydrolase_3","Hydrolase_6","ILVD_EDD","Ish1","Iso_dh","JAB_00001","JetC3_00003","LGT","LIDHydrolase","LPAM_1","LRR_5","Lactonase","LemA","LepA_C","LrgA","LrgB","Lum_binding","Lyase_8","LytR_cpsA_psr","MFS_3","MIOX","Mbeg1.like","Mn_catalase","MscL","MurJ","MurT_C","Mur_ligase_M","MzaA_00001","NAD_Gly3P_dh_C","NDK","NTP_transf_5","NTP_transferase","Na_Ca_ex","NanE","Nramp","Nudix_N","NusG_II","O.antigen_lig","OPT","ORF45","OpgC_C","OpuAC","Orn_DAP_Arg_deC","OsmC","Oxidored.like","PADR1","PAP2_3","PC4","PDT","PFK","PGM_PMM_I","PI.PLC.C1","PK","PMSR","PNP_UDP_1","PRORP","PTS_EIIC_2","PanZ","Pan_kinase","ParA","PbeA_00005","PbeC_00002","PbeC_00033","PelG","Pep_deformylase","Peptidase_A8","Peptidase_C69","Peptidase_M2","Peptidase_M20","Peptidase_M28","Peptidase_S11","PglW_00001","Phage_holin_3_7","Phos_pyr_kin","Phosphoesterase","Phosphorylase","Ploopntkinase3","Polysacc_deac_1","Polysacc_deac_3","Polysacc_synt_2","PseudoU_synth_1","PseudoU_synth_2","PspC","PtuA1_00010","PtuA1_00019","PtuA2_00004","PtuB1_00022","Put_Phosphatase","Pyc_2TM","Pyr_excise","QueT","REase_II_00022","REase_II_00105","REase_I_00011","RNase_E_G","ROK","Radical_SAM","Rce1.like","Rhomboid_2","Rib_5.P_isom_A","Ribosomal_L10","Ribosomal_L13","Ribosomal_L17","Ribosomal_L19","Ribosomal_L25p","Ribosomal_L31","Ribosomal_L36","Ribosomal_S11","Ribosomal_S13","Ribosomal_S9","RmlD_sub_bind","Rubredoxin","S4_2","SBP_bac_3","SBP_bac_8","SDF","SHMT","SLC35F","SNARE_assoc","SecY","SelR","SepF","SidE_PDE","Sigma70_ECF","Sigma_reg_N","SpoU_methylase","Spore_GerAC","Spore_coat_CotO","SspA_00001","SspB_00009","SspC_00010","Strep_his_triad","Subtilosin_A","SurA_N_3","T3SchapCesA","TA0956","TEX29","TGT","TM1586_NiRdase","TPP_enzyme_N","TRIP13_00002","TehB","Tex_N","ThsC2_00001","Transcrip_reg","Transketolase_N","TrmE_N","Trns_repr_metal","Trp_Tyr_perm","Type_V_V_U3","U71","UNC.50","Usp","UvrC_RNaseH_dom","VakA","VanZ","YajC","YbbR","YbhQ","YiiD_C","YjgF_endoribonc","YmdB","YtxH","adh_short_C2","cas9_maka_4_II","cas_Csn1","cd09643","cd09720","cd09758","cls001593","dCMP_cyt_deam_2","drt.UG29","drt.cluster7","drt.cluster972","eIF.1a","eIF.5_eIF.2B","mkCas0122","mkCas0193","mkCas0206","mkCas0214","pAgo.associated_WP_072319132.1","retron_type_IV_2tm_cluster826_1","retron_type_I_B1_atpase_toprim_cluster22_2","retron_type_VI_hth_cluster2_1","retron_type_XIII_znfinger_cluster114_1","retron_unknown","shah_acc_0033","shah_acc_0189","zf.CHY"
"23",0,0,0,0.176470588235294,0,0,0,0,0,0,0,0.0320855614973262,0,0,0.0160427807486631,0,0,0,0,0,0,0,0,0.0802139037433155,0,0.0481283422459893,0,0.0106951871657754,0,0.0802139037433155,0.0802139037433155,0,0,0,0.0160427807486631,0,0,0,0,0,0,0.0267379679144385,0,0,0,0.0160427807486631,0,0.973262032085562,0.925133689839572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620320855614973,0,0,0,0,0,0,0,0,0,0,0.0320855614973262,0,0,0.0267379679144385,0,0,0,0,0,0,0,0,0,0,0.0320855614973262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427807486631016,0.0213903743315508,0,0,0,0.112299465240642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855614973262032,0,0,0,0,0.0160427807486631,0.0267379679144385,0,0.053475935828877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320855614973262,0,0,0.0267379679144385,0,0.0160427807486631,0,0.0106951871657754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802139037433155,0,0,0,0.0160427807486631,0.0160427807486631,0,0,0.0160427807486631,0.0267379679144385,0,0,0,0,0,0,0,0.0695187165775401,0,0,0.0267379679144385,0,0,0,0,0,0,0.0160427807486631,0,0,0,0,0,0,0,0,0,0,0,0,0.0213903743315508,0,0,0.0160427807486631,0,0,0.0909090909090909,0.0802139037433155,0,0,0,0,0,0.0802139037433155,0,0,0,0,0.053475935828877,0,0.0160427807486631,0,0,0.0267379679144385,0,0.0855614973262032,0,0,0,0,0,0.0160427807486631,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0.0106951871657754,0.0695187165775401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374331550802139,0.0160427807486631,0,0,0,0.0106951871657754,0,0,0,0,0,0.0267379679144385,0,0.0267379679144385,0,0,0.0267379679144385,0,0,0,0,0,0,0,0,0,0.0160427807486631,0,0,0,0,0.0213903743315508,0,0,0,0,0,0,0,0,0.0213903743315508,0,0.0267379679144385,0,0,0,0,0,0.053475935828877,0,0,0.0106951871657754,0.0748663101604278,0.0160427807486631,0.0481283422459893,0,0.0748663101604278,0,0,0.0106951871657754,0,0,0,0,0,0.925133689839572,0.0213903743315508,0,0,0,0.0695187165775401,0.0802139037433155,0,0,0.0855614973262032,0.0909090909090909,0
"41",0.0884615384615385,0,0,0.284615384615385,0.0538461538461538,0,0,0,0,0,0,0.0230769230769231,0,0,0,0,0,0.0461538461538462,0.0230769230769231,0,0,0,0,0.0269230769230769,0,0.115384615384615,0,0,0,0.165384615384615,0.0230769230769231,0.00769230769230769,0,0,0,0,0,0,0,0,0.0230769230769231,0.723076923076923,0,0,0,0,0,0.965384615384615,0.934615384615385,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.269230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.00769230769230769,0,0,0,0,0,0.0230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269230769230769,0,0,0,0,0.0192307692307692,0,0,0,0.00769230769230769,0.0153846153846154,0,0,0,0,0,0.0269230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653846153846154,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0.0307692307692308,0,0,0,0,0,0,0,0.0153846153846154,0.153846153846154,0,0.0269230769230769,0.0115384615384615,0.0423076923076923,0,0.0115384615384615,0,0,0,0,0,0,0.0653846153846154,0,0,0,0.0192307692307692,0,0.0576923076923077,0,0,0,0.0423076923076923,0,0,0,0,0.0269230769230769,0,0,0,0.0730769230769231,0,0,0,0,0.0346153846153846,0,0.00769230769230769,0.00769230769230769,0,0,0,0,0,0,0,0.0192307692307692,0,0,0,0,0,0.0615384615384615,0,0,0,0,0,0,0,0,0,0,0.00769230769230769,0,0,0,0.0153846153846154,0.134615384615385,0,0,0,0,0,0.0307692307692308,0,0,0,0,0.0192307692307692,0,0.00769230769230769,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115384615384615,0,0,0,0,0,0.0269230769230769,0,0,0,0,0.0730769230769231,0,0,0,0,0,0,0,0,0,0.05,0.0384615384615385,0.00769230769230769,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0.0115384615384615,0,0,0,0,0,0,0.0153846153846154,0,0.0269230769230769,0,0.05,0,0,0.0192307692307692,0,0,0,0,0.00769230769230769,0,0.0115384615384615,0,0,0,0.280769230769231,0,0,0,0,0.1,0.0538461538461538,0,0,0,0,0
"51",0.0235294117647059,0,0,0.615686274509804,0.0156862745098039,0,0,0,0,0,0,0,0.00784313725490196,0,0,0,0,0,0.00784313725490196,0,0,0,0,0.0196078431372549,0.0117647058823529,0.168627450980392,0.00784313725490196,0,0,0.0156862745098039,0.0235294117647059,0,0,0,0.0509803921568627,0.00784313725490196,0,0,0,0,0,0.0117647058823529,0,0,0.00784313725490196,0,0,0.901960784313726,0.901960784313726,0,0,0,0,0,0.0666666666666667,0,0,0.0117647058823529,0.0117647058823529,0.0196078431372549,0,0,0,0,0.101960784313725,0,0.780392156862745,0,0.0117647058823529,0,0,0,0,0,0.00784313725490196,0,0,0,0,0,0,0,0,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313725490196078,0,0,0,0,0,0,0.0313725490196078,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196078431372549,0.0823529411764706,0,0,0,0,0,0.0196078431372549,0,0,0.0196078431372549,0,0,0,0.0274509803921569,0,0,0,0,0,0.0117647058823529,0,0,0,0.0274509803921569,0,0,0.0117647058823529,0,0,0,0,0,0,0,0.00784313725490196,0.0117647058823529,0,0.0901960784313725,0,0.0196078431372549,0.0117647058823529,0,0,0,0,0,0,0,0,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0.00784313725490196,0,0,0,0,0,0,0,0.00784313725490196,0.0117647058823529,0,0.0352941176470588,0,0,0.427450980392157,0.0117647058823529,0,0,0.0117647058823529,0.0117647058823529,0,0.0274509803921569,0,0,0.0196078431372549,0.00784313725490196,0.00784313725490196,0,0.00784313725490196,0.0235294117647059,0,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117647058823529,0,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745098039215686,0.00784313725490196,0,0,0.0588235294117647,0,0,0,0,0,0,0.00784313725490196,0.0274509803921569,0,0,0,0,0,0,0,0,0.00784313725490196,0,0,0,0,0,0.00784313725490196,0,0,0,0,0,0,0.0117647058823529,0,0,0,0,0,0.0156862745098039,0,0,0,0,0,0,0,0,0,0.00784313725490196,0,0.0705882352941176,0.811764705882353,0.0156862745098039,0,0,0,0,0.00784313725490196,0,0,0,0,0.129411764705882,0,0,0,0,0.325490196078431,0.109803921568627,0,0,0,0,0
"68",0,0,0,0.237931034482759,0,0,0,0,0,0,0,0.0482758620689655,0,0,0.00689655172413793,0,0,0,0.0551724137931034,0,0,0.0206896551724138,0,0.0103448275862069,0,0.0275862068965517,0.379310344827586,0,0,0.0448275862068966,0.0172413793103448,0,0,0,0,0,0,0.0241379310344828,0,0,0,0.0172413793103448,0,0,0,0,0,0.986206896551724,0.955172413793103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820689655172414,0,0,0,0,0,0.0482758620689655,0,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0.117241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689655172413793,0.00689655172413793,0,0,0,0,0,0,0,0,0,0.0137931034482759,0,0,0.00689655172413793,0,0,0.0448275862068966,0,0,0,0.0137931034482759,0,0,0,0,0,0,0.096551724137931,0,0,0,0.0413793103448276,0,0.0103448275862069,0,0,0,0,0,0,0,0,0,0,0.0517241379310345,0,0,0,0,0,0.0103448275862069,0,0,0,0,0,0.0172413793103448,0,0.0517241379310345,0,0,0,0.0379310344827586,0,0.0103448275862069,0,0,0,0,0,0,0,0,0.0103448275862069,0,0,0.00689655172413793,0,0,0,0,0.0172413793103448,0.0172413793103448,0,0,0,0.0344827586206897,0,0,0,0,0.0275862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206896551724138,0.0241379310344828,0,0,0,0,0,0.137931034482759,0.303448275862069,0,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0.0931034482758621,0,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0.00689655172413793,0,0,0,0,0.0103448275862069,0,0,0,0,0,0,0,0,0,0.00689655172413793,0,0,0,0,0.0310344827586207,0,0.0413793103448276,0.00689655172413793,0,0,0,0,0.0275862068965517,0,0.0517241379310345,0,0,0,0,0,0,0,0,0,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241379310344828,0,0.0137931034482759,0,0,0,0,0,0,0,0.00689655172413793,0.0655172413793104,0,0,0,0,0,0,0,0,0,0,0,1.00689655172414,0,0,0,0.131034482758621,0.158620689655172,0.0655172413793104,0,0,0.0275862068965517,0,0
"70",0,0,0,0.0680272108843537,0,0,0,0,0,0,0,0.0498866213151927,0,0,0,0,0,0.0680272108843537,0,0,0,0,0.00680272108843537,0.090702947845805,0,0,0.0612244897959184,0,0,0,0.00453514739229025,0,0,0,0.0136054421768707,0,0,0,0,0,0.267573696145125,0,0,0.410430839002268,0,0,0,1.01360544217687,0.702947845804989,0,0,0,0,0,0,0.018140589569161,0.018140589569161,0,0,0,0,0,0.689342403628118,0,0.0317460317460317,0,0,0,0.249433106575964,0,0,0,0,0,0,0.349206349206349,0,0.0090702947845805,0,0,0,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0,0,0,0,0.124716553287982,0,0.00680272108843537,0,0,0,0,0.0113378684807256,0,0,0,0,0,0,0,0.00680272108843537,0,0,0.0249433106575964,0,0,0,0,0,0,0,0.018140589569161,0,0,0,0,0,0,0,0,0.0770975056689342,0,0,0,0,0,0,0.0430839002267574,0,0,0,0,0,0,0,0.0136054421768707,0,0,0.0249433106575964,0.0612244897959184,0.0158730158730159,0.00680272108843537,0,0,0,0,0,0.0090702947845805,0,0,0,0,0,0,0.315192743764172,0,0,0,0,0,0.0136054421768707,0,0,0,0,0,0.0090702947845805,0,0,0,0,0,0.018140589569161,0.0113378684807256,0,0,0,0,0,0,0,0.0090702947845805,0,0,0,0,0,0,0.0997732426303855,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0.140589569160998,0,0,0.00680272108843537,0,0,0,0,0,0.00680272108843537,0.0090702947845805,0.0793650793650794,0,0,0.120181405895692,0,0,0,0,0,0.0634920634920635,0,0,0,0,0,0,0.072562358276644,0,0.0158730158730159,0.00680272108843537,0,0,0,0,0,0.0249433106575964,0,0,0,0,0,0,0.0521541950113379,0,0.117913832199546,0,0,0,0.333333333333333,0,0.335600907029478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0.0090702947845805,0,0,0,0.0952380952380952,0,0,0,0,0,0,0,0.163265306122449,0,0,0.00680272108843537,0,0,0,0.0498866213151927,0.106575963718821,0,0.00680272108843537,0,0,0,0,0.00680272108843537,0,0,0.256235827664399,0.668934240362812,0.0158730158730159,0,0.018140589569161,0.0317460317460317,0.0204081632653061,0,0,0,0,0,0,0.0770975056689342,0,0,0,0,0.17687074829932,0.0272108843537415,0,0,0.0566893424036281,0,0
"73",0.099009900990099,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0.0033003300330033,0,0,0.141914191419142,0,0.0033003300330033,0,0.313531353135314,0,0,0,0,0,0,0,0,1.00660066006601,0,0,0.0099009900990099,0.455445544554455,0,0.993399339933993,0.996699669966997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264026402640264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313531353135314,0,0,0,0,0,0,0,0,0,0.0066006600660066,0.066006600660066,0,0,0.0099009900990099,0,0,0,0,0,0.0033003300330033,0,0.0033003300330033,0.68976897689769,0,0,0,0.36963696369637,0,0,0.316831683168317,0.3003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148514851485149,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0.531353135313531,0.0693069306930693,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0.0033003300330033,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0.0033003300330033,0,0.0198019801980198,0,0,0,0,0.0594059405940594,0,0,0,0,0,0,0,0.0066006600660066,0,0,0,0,0,0,0,0,0.775577557755776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0.336633663366337,0.544554455445545,0,0,0,0,0,0.0033003300330033,0,0.66006600660066,0,0,0.0066006600660066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099009900990099,0,0.0198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066006600660066,0.33993399339934,0,0,0.0033003300330033,0,0
"167",0.00427350427350427,0,0,0.388888888888889,0,0,0,0,0,0.243589743589744,0,0.106837606837607,0,0,0,0,0,0,0,0.384615384615385,0,0.423076923076923,0,0,0,0.0683760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987179487179487,0,0,0,0,0,0,0.978632478632479,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405982905982906,0.512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0.393162393162393,0,0,0,0,0,0.303418803418803,0,0.487179487179487,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0.448717948717949,0,0,0,0,0,0,0,0,0.367521367521368,0,0,0.52991452991453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491452991452991,0.491452991452991,0,0,0,0,0,0.00427350427350427,0,0.0897435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303418803418803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0.354700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491452991452991,0,0,0,0,0,0.658119658119658,0,0,0,0,0,0,0,0.132478632478632,0,0.115384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786324786324786,0.0641025641025641,0,0.00427350427350427,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0.320512820512821,0,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0.00427350427350427,0,0,0,0,0,0,0,0,0,0,0,0.452991452991453,0,0,0,0,0.931623931623932,0.0341880341880342,0.00427350427350427,0.0128205128205128,0.991452991452991,0,0,0.235042735042735,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0
"169",0,0.0114285714285714,0,0.68,0.348571428571429,0,0,0,0,0,0,0.0685714285714286,0,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0.0514285714285714,0,0,0.194285714285714,0.217142857142857,0.00571428571428571,0,0,0,0,0,0,0,0.325714285714286,0,0,0,0,0,0,0,0,1.02285714285714,1,0,0,0,0,0,0,0,0,0.0285714285714286,0.0285714285714286,0,0,0,0,0,0.308571428571429,0,0,0,0,0,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.0342857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462857142857143,0.0228571428571429,0,0,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228571428571429,0,0.0514285714285714,0,0,0,0,0,0,0,0,0,0,0.302857142857143,0,0.0114285714285714,0,0.474285714285714,0,0.0285714285714286,0,0,0,0,0.0228571428571429,0,0,0.0114285714285714,0.0171428571428571,0,0,0,0.0114285714285714,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0.0228571428571429,0.44,0,0.0228571428571429,0,0.00571428571428571,0,0,0.0571428571428571,0,0,0,0,0.302857142857143,0,0,0,0,0,0,0,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114285714285714,0.0628571428571429,0,0,0,0,0,0.04,0,0.0228571428571429,0.0628571428571429,0,0.0685714285714286,0,0,0,0,0,0,0,0.331428571428571,0,0,0,0,0.0285714285714286,0,0,0.411428571428571,0,0,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0.00571428571428571,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0.0171428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228571428571429,0,0,0,0.491428571428571,0,0,0,0,0,0.0228571428571429,0.0571428571428571,0.297142857142857,0,0,0,0,0,0,0,0,0,0.0285714285714286,0.708571428571429,0,0,0.308571428571429,0.0571428571428571,0.0571428571428571,0,0.0342857142857143,0,0,0,0.36,0,0.617142857142857,0,0,0.0114285714285714,0.0285714285714286,0,0,0,0,0
"172",0,0,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782089552238806,0,0,0,0,0,0.552238805970149,0,0,0,0,0,0,0,0,0,0.683582089552239,0,0,0,0,0,0,0,1.01492537313433,1,0,0,0,0,0,0,0.647761194029851,0,0,0,0,0,0,0,0,1.01492537313433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119402985074627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895522388059702,0,0,0,0,0,0.617910447761194,0.319402985074627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895522388059702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632835820895522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31044776119403,0,0,0.758208955223881,0,0,0.316417910447761,0.382089552238806,0,0,0,0,0,0.71044776119403,0,0,0.614925373134328,0,0,0.835820895522388,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632835820895522,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0.737313432835821,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03283582089552,0,0,0,0,0,0.00895522388059702,0,0,0,0,0
