"","AAA_21","ABC2_membrane_2","AMP.binding","ANT","ANTAR","AbiEi_WP_050726758.1","AbiEii_WP_069691453.1","Acetyltransf_4","Acid_PPase","Acyl.ACP_TE","Ada_Zn_binding","AdoMet_dc","Amidase_3","Amidase_6","AnkUBD","Arginase","BBS1","BING4CT","BMFP","BPD_transp_1","BPD_transp_2","Bac_DNA_binding","Baculo_p48","Baseplate","Big_2","BrxP_00001","C6_DPF","CARF3..CARF_MK_CARF_00000116","CARF3..CARF_MK_CARF_00100249","CARF3..CARF_TM_CARF3..CARF_TM","CARF4..CARF_PDDEXK_CARF_MK_CARF_01000893","CARF4..CARF_PDDEXK_MK_CARF_00101136","CART","CENP.F_C_Rb_bdg","CFIA_Pcf11","CKS","COG0640","COX8","CRC_subunit","CarD_CdnL_TRCF","Cas13d","Cas14a","Cas5b_WP_000371344.1","Cas6a_Cas6a","Cas6b_WP_069593058.1","Cas7_IIId_WP_060827137.1","CcdB","CdiA_C","Choline_bind_1","Chordopox_A13L","Clavanin","CoV_E","Comm","Corona_NS12.7","CpXC","Cpn60_TCP1","CpsB_CapC","Cry1Ac_D5","CusB_dom_1","Cyclase_00049","Cys_rich_CPXG","Cys_rich_KTR","Cytomega_US3","DCD","DNA_gyraseA_C","DNA_gyraseB","DNA_pol3_alpha","DNA_pol3_beta_3","DNA_pol_phi","DNA_topoisoIV","DUF1015","DUF1064","DUF1155","DUF1356","DUF1424","DUF1477","DUF1670","DUF1749","DUF1902","DUF1936","DUF1963","DUF2175","DUF2188","DUF2344","DUF2452","DUF2614","DUF2624","DUF2774","DUF2777","DUF2992","DUF3199","DUF3533","DUF35_N","DUF365","DUF3658","DUF3683","DUF3799","DUF3848","DUF3852","DUF3864","DUF3870","DUF3890","DUF3970","DUF4059","DUF4090","DUF4160","DUF4231","DUF4236","DUF4314","DUF4709","DUF4744","DUF4771","DUF4834","DUF4969","DUF4972","DUF5055","DUF5129","DUF5319","DUF5381","DUF5406","DUF5414","DUF5474","DUF555","DUF5592","DUF5766","DUF5835","DUF5992","DUF6045","DUF6102","DUF6169","DUF6198","DUF6291","DUF6441","DUF6517","DUF6550","DUF6579","DUF6583","DUF6694","DUF6710","DUF6711","DUF768","DUF806","DUF892","DUF922","DUF935","DndH_00006","DpdF_00011","DpnD.PcfM","DrmC_00028","DruC1_00001","DsbC_N","E1.E2_ATPase","E1E2_00009","E1E2_00015","E2_00015","EPV_E5","Effector_00038","Effector_00060","Effector_00063","F_bP_aldolase","FdsD","Fe.ADH","FeoA","Fer4_NifH","FlgN","GCR1_C","GIDA_C","GP67","GSKIP_dom","GTP_EFTU","GlcNAc_2.epim","Gln.synt_C","Glyco_hydro2_C5","Glyco_hydro_16","Glyco_hydro_3","Glyco_hydro_72","Glyco_hydro_77","HARP","HATPase_c_5","HIGH_NTase1_ass","HK","HPTransfase","Hhe_00001","HlyIII","Hol_Tox","Hydrolase_2","Hydrolase_3","IBV_3B","IetA_00002","Imm64","Internalin_N","JAB_00004","Jak1_Phl","JetB1_00028","JetB3_00007","JetC2_00003","JetC2_00005","JetC3_00004","JetD1_00010","KwaA_00003","LBR_tudor","LPD18","LPD25","LRR_5","L_lactis_RepB_C","L_lactis_ph.MCP","Lactamase_B","Lar_restr_allev","LcrG","Lipase_GDSL_3","LisH","LytR_cpsA_psr","LytTR","MCR_alpha_N","MHC_II_beta","MOZART2","MSA.2c","MS_channel","MTase_II_00015","MTase_II_00044","MTase_II_00048","MTase_II_00053","MTase_II_00139","MTase_II_00164","Mannitol_dh_C","MecA","Mesd","Mid2","Minor_capsid_2","MobL","Mob_synth_C","MotCF","NAD_synthase","NMD3","NRDD","NT5C","NTF.like","NTS_2","NadA","Neugrin","Nrap_D3","OAD_beta","OAD_gamma","OST_P2","Orn_DAP_Arg_deC","P.loop_TraG","P3A","PAC3","PAP2_3","PARM","PDDEXK_2","PHA_synth_III_E","PLD_Helicase_00001","PanZ","ParBc","Parathyroid","Pas_Saposin","PbeA_00005","PbeC_00033","PbeC_00048","PcfJ","PelG","Peptidase_M29","Peptidase_M42","Peptidase_M50","Peptidase_S26","Peptidase_S78","Peptidase_S80","Phage_CP76","Phage_H_T_join","Phage_TTP_1","Phage_XkdX","Phage_capsid","Phage_connect_1","Phage_holin_4_1","Phage_holin_5_1","Phage_integr_3","Phage_integrase","Phage_portal","Phage_tail_S","Phosphorylase","Polysacc_deac_3","Pox_F16","PrgI","PrmA","PseudoU_synth_2","PtuA1_00020","PtuA1_00041","PtuA2_00005","QueT","RAMP4","REase_I_00003","RHH_9","RNA_pol_Rpb2_6","RNase_HII","RRP7","Radical_SAM_N","Ragweed_pollen","RecJ_OB","Relaxase","RepA_N","RepB.RCR_reg","Ribonuclease_3","Ribosomal_L19","Ribosomal_L28","Ribul_P_3_epim","RimP_N","Rtf2","RuBisCO_small","Rv2179c.like","SAM_LFY","SDH_sah","SSB","Sacchrp_dh_C","Sds3","SduA_00029","Secretin_N","SinI","Sipho_Gp37","Sld7_N","SpaA","Specificity_I_00010","Specificity_I_00046","SpoVG","SspA_00001","SspD_00001","Sulfatase","T4SS.DNA_transf","T4SS_pilin","T4_baseplate","T7.like_Y65","TANGO2","TSCPD","TTRAP","Ta0938","Tap.RNA_bind","Tcp10_C","TerB_C","TerL_nuclease","Terminase_6C","Thr_synth_N","Thy1","TraB_PrgY_gumN","Transcrip_reg","Trehalose_PPase","TrwB_AAD_bind","UPF0160","UPF0225","UPF0257","VD10_N","VMAP.M9","VP4_2","VPS11_C","VWA_CoxE","VirD1","WG_beta_rep","WIYLD","WYL","YabA","YbjQ_1","YfbR.like","YokU","YolD","YorP","YtpI","YvbH_ext","ZorC1_00001","ZorE2_00004","cd06127","cd09643","cd09677","cls001593","cluster10","drt.UG29","drt.cluster192","drt.cluster302","drt.cluster972","icity0062","icity0087","mREase_IV_00005","mkCas0115","oMTase_00008","oMTase_00015","padloc_Cas13d","peptidase_U41","pfam13280","retron_type_III_A1_wh_cluster742_1","retron_type_III_A2_wh_cluster1121_1","retron_type_VI_hth_cluster2_1","retron_type_VI_sp_cluster3272_1","shah_acc_0057","shah_acc_0124","shah_acc_0181","zf.NADH.PPase"
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041284404,0,0,0,0.137614679,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422018349,0,0,0,0,0,0.004587156,0,0,0,0,0,0,0,0,0,0,0.435779817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050458716,0,0,0.399082569,0,0,0,0.068807339,0,0,0.724770642,0,0,0,0,0,0.568807339,0,0,0,0,0,0,0.559633028,0,0,0,0,0,0,0,0,0,0.013761468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334862385,0,0,0,0,0,0,0,0,0.600917431,0,0,0,0,0,0,0.321100917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348623853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055045872,0,0,0,0.564220183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096330275,0,0,0,0,0,0.009174312,0.376146789,0,0,0,0,0,0,0.073394495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733944954,0,0,0,0,0,0,0,0,0.394495413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564220183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642201835,0,0,0,0.004587156,0,0,0,0,0,0,0.555045872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013761468,0.344036697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949541284,0,0,0,0,0,0.30733945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073394495,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0,0,0.011695906,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67251462,0,0,0,0,0,0,0,0,0,0,0,0,0.69005848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0.046783626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397660819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497076023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140350877,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0.754385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32748538,0.005847953,0.333333333,0.005847953,0.403508772,0.391812865,0,0.01754386,0.052631579,0.01754386,0.514619883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01754386,0,0,0,0.32748538,0,0,0,0,0,0,0,0,0,0,0.444444444,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0.30994152,0,0,0,0,0,0,0.514619883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093567251,0,0,0,0,0,0.467836257,0.134502924,0,0,0,0,0,0,0,0,0,0,0,0.005847953,0,0,0,0,0,0,0,0.573099415,0,0,0,0,0.011695906
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,0,0,0,0,0.529411765,0,0,0,0,0,0,0,0.882352941,0,0,0,0,0,0,0,0,0,0.764705882,0,0,0,0,0,0,0,0,0,0,0,0.382352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706,0,0,0,0,0,0,0,0,0,1.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558823529,0,0,0.411764706,0,0,0,0.764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706,0,0,0,0,0.823529412,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987951807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072289157,0,0,0,0,0,0,0,0,0,0.692771084,0,0,0,0.843373494,0,0,0,0,0,0,0,0,0.457831325,0,0,0,0,0,0,0,0,0,0,0,0,0.036144578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451807229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34939759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343373494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626506024,0,0,0,0,0.024096386,0,0,0,0.445783133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042168675,0.060240964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638554217,0,0,0,0,0,0,0.114457831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771084337,0.771084337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969879518,0,0,0,0,0,0,0,0,0,0.391566265,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368421053,0,0,0,0.473684211,0,0,0,0,0,0,0,0,0,0,0,0.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473684211,0,0,0.315789474,0,0,0,0,0,0,0.552631579,0,0,0,0.552631579,0,0,0,0,0,0.342105263,0,0.394736842,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368421053,0.578947368,0,0,0,0,0,0,0,0,0,0,0,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552631579,0,0,0,0,0,0,0.736842105,0,0,0,0,0,0,0.078947368,0,0,0,0,0,0.657894737,0,0.315789474,0,0,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605263158,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0.605263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342105263,0,0,0,0.5,0.552631579,0,0,0,0,0,0,0,0.394736842,0,0,0,0,0,0,0.078947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394736842,0,0.578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",0.203773585,0.154716981,0,0,0,0,0,0.00754717,0.003773585,0,0,0,0,0,0,0,0,0,0,0,0.00754717,0,0,0,0,0,0,0,0,0.630188679,0,0,0,0,0.022641509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.932075472,0,0,0,0,0,0,0.00754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633962264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0.011320755,0,0,0,0,0,0,0.286792453,0,0,0,0,0.966037736,0.090566038,0,0,0.003773585,0,0,0.003773585,0,0,0,0,0,0,0.01509434,0,0,0,0,0,0,0,0,0.588679245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022641509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958490566,0.437735849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0.003773585,0.003773585,0,0,0,0.026415094,0,0,0.830188679,0,0,0,0,0,0,0,0,0,0,0.060377358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0.003773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754717,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0.529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",0.014732965,0.027624309,0.005524862,0,0,0.014732965,0,0,0.005524862,0,0,0,0,0,0,0,0,0,0,0.003683241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58747698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438305709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014732965,0.314917127,0,0,0.672191529,0,0,0.758747698,0,0,0,0,0,0,0.047882136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011049724,0.020257827,0.040515654,0,0,0,0,0,0,0,0,0.335174954,0,0,0,0,0,0,0.758747698,0,0,0,0.186003683,0,0,0,0,0.046040516,0,0,0,0,0,0,0,0,0.511970534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014732965,0,0,0,0,0,0,0.003683241,0,0,0,0,0,0,0.023941068,0,0,0,0,0.007366483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005524862,0.012891344,0.003683241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007366483,0,0,0,0,0.081031308,0,0.001841621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020257827,0,0,0,0,0,0.042357274,0,0.003683241,0,0,0.016574586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001841621,0,0.014732965,0,0,0.532228361,0,0,0.020257827,0.001841621,0,0,0,0.051565378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001841621,0,0,0,0,0,0,0.007366483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001841621,0,0,0.401473297,0,0,0.465930018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018416206,0,0,0,0,0
"118",0.002710027,0,0,0,0,0,0,0,0.478319783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001355014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002710027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483739837,0,0.402439024,0.006775068,0,0,0.010840108,0,0,0.010840108,0,0,0,0,0,0,0.048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006775068,0.398373984,0,0,0,0,0,0,0,0,0,0.089430894,0,0.001355014,0,0,0,0,0.010840108,0,0,0,0.008130081,0,0,0,0,0.18699187,0,0,0,0,0,0,0,0,0.495934959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005420054,0.001355014,0,0,0,0,0,0.364498645,0,0,0,0,0,0,0.002710027,0,0,0,0,0.010840108,0,0,0,0,0,0.009485095,0,0.06504065,0,0,0,0,0,0,1.079945799,0.070460705,0,0,0,0,0,0,0,0,0,0.56097561,0,0,0,0,0,0,0,0,0,0,0,0,0.004065041,0,0.067750678,0,0.004065041,0,0,0,0.196476965,0,0.432249322,0,0,0,0,0,0,0,0,0,0.001355014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008130081,0.437669377,0,0,0,0,0.002710027,0.390243902,0,0,0,0,0,0,0.002710027,0,0.464769648,0,0,0,0,0.035230352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009485095,0,0,0.036585366,0,0,0.814363144,0,0,0,0.008130081,0.795392954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043360434,0,0,0,0,0,0,0.01897019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016260163,0,0,0.073170732,0,0,0.002710027,0,0,0,0,0,0,0.052845528,0,0,0,0,0,0,0.130081301,0.430894309,0.357723577,0,0,0
"175",0,0,0,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,0.818181818,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772727273,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0,0.006535948,0,0,0.045751634,0,0,0,0,0,0,0,0,0,0,0,0.045751634,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,0.019607843,0,0,0,0,0.588235294,0,0,0,0.464052288,0,0,0,0,0.013071895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065359477,0,0,0,0.307189542,0,0,0.019607843,0,0,0,0.437908497,0,0,0.006535948,0,0,0,0,0,0,0,0.522875817,0.026143791,0,0,0,0,0,0,0,0,0.013071895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013071895,0,0,0,0,0,0,0,0,0,0,0,0.307189542,0,0.08496732,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0.006535948,0,0.437908497,0,0,0,0,0,0,0,0.006535948,0,0.013071895,0,0,0,0,0,0,0.346405229,0,0,0,0,0,0.320261438,0,0,0,0,0.026143791,0,0,0,0,0.006535948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039215686,0,0,0.039215686,0,0.490196078,0.026143791,0,0,0,0,0.045751634,0,0,0,0,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0.013071895,0,0.013071895,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.013071895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013071895,0,0,0.320261438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0.333333333,0,0,0.006535948,0.352941176,0,0,0,0,1.803921569,0,0,0,0,0.006535948
